Salesforce Contact Id,Cleaned Practice Areas.1
0033000000HXxVOAA1, Wills and Trusts;General Practice; Real Estate; Environmental; Administrative; Criminal
0034y00002ZjlXvAAJ, Bankruptcy; Construction; Personal Injury; Employment; Real Estate;Workers Compensation; Business Transactional; General Practice; Business Litigation
0034y00002Zjq9JAAR, Health and Elder Care; Insurance; Personal Injury;Other (See Details); General Practice; Business Litigation
0034y00002ZjlXxAAJ,Administrative; Government; General Practice
0034y00002Zjq9NAAR,Family; General Practice; Employment
0034y00002ZjlXzAAJ, Health and Elder Care; Bankruptcy; Employment;General Practice; Consumer; Family
0034y00002ZjlY0AAJ, Wills and Trusts; Employment;General Practice; Immigration; Family
0034y00002ZjTiGAAV,Family; General Practice
0034y00002ZjlY1AAJ, General Practice; Criminal;Immigration
0034y00002Zjq9RAAR, Health and Elder Care; General Practice;Personal Injury
0034y00002ZjlY3AAJ, Bankruptcy; Wills and Trusts; Real Estate; Administrative; Business Transactional;Business Litigation; General Practice; Government
0034y00002Zjq9SAAR, Health and Elder Care; Insurance;Workers Compensation; General Practice
0036000001TXdA5AAL,Administrative; Government; General Practice
0034y00002ZjlY4AAJ, General Practice;Immigration
0034y00002ZjlY5AAJ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjlY6AAJ, Bankruptcy; Business Transactional;Business Litigation; Civil Rights; General Practice
0034y00002ZjlY7AAJ, Bankruptcy; Employment; Business Transactional;Business Litigation; General Practice; Entertainment
0030e00002Nb0PMAAZ, Bankruptcy; Tax; Environmental; Real Estate; Business Transactional; General Practice; Civil Rights;Criminal; Business Litigation
0036000001TXdAAAA1, Construction; Personal Injury;Workers Compensation; Medical Malpractice; General Practice; Business Litigation; Professional Practices
0034y00002ZjTiOAAV, General Practice;Bankruptcy
0034y00002Zjq9YAAR, Bankruptcy; Real Estate; Business Transactional;Business Litigation; General Practice
0030e00002Nc3SjAAJ, Insurance; Bankruptcy; Environmental; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjlYAAAZ, Personal Injury; Employment;General Practice; Criminal; Family
0036000001TXd5DAAT, General Practice; Business Transactional; Business Litigation;Bankruptcy
0030e00002SRMEwAAP,Wills and Trusts; General Practice
0033000000HWvJDAA1, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjYHYAA3,Insurance; General Practice; Health and Elder Care; Business Litigation
0034y00002ZjpK7AAJ, Bankruptcy; Wills and Trusts; Employment; Business Transactional;Business Litigation; General Practice
0036000001TXdAEAA1, Health and Elder Care; Intellectual Property; Bankruptcy; Wills and Trusts; Tax; Employment; Environmental; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjTiSAAV, Workers Compensation;Personal Injury
0034y00002ZjPOOAA3, General Practice; Employment;Immigration; Family
0034y00002ZjlYFAAZ, Bankruptcy; Employment; Business Transactional; Consumer; General Practice;Criminal; Business Litigation; Family
0036000001SOKQTAA5, Insurance; Personal Injury; Class Action;Business Litigation; General Practice; Civil Rights; Professional Practices; Product Liability; Family
0034y00002ZjMf7AAF, Real Estate; Criminal;Environmental; General Practice
0034y00002Zjq9fAAB, General Practice;Immigration
0034y00002ZjpKCAAZ,Administrative; Government; General Practice
0034y00002ZjhmHAAR,Wills and Trusts; General Practice
0034y00002ZjlYIAAZ, Intellectual Property; General Practice;Immigration
0030e00002Nb0PWAAZ, Criminal;Administrative; Government; General Practice
0034y00002ZjmcRAAR, Administrative;Personal Injury
0034y00002Zjor9AAB, Intellectual Property;Other (See Details); Government; Cyberspace
0034y00002ZjpKEAAZ,Business Litigation; Employment
0036000001SOEUDAA5, Health and Elder Care; Criminal;Wills and Trusts; General Practice
0034y00002ZjhmFAAR,Family; General Practice; Employment
0034y00002Zjor6AAB, Intellectual Property; Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002ZjpKFAAZ, Bankruptcy; Construction; Workers Compensation; Personal Injury;Other (See Details); Real Estate; Employment; Business Transactional; General Practice; Business Litigation
0034y00002ZjmcUAAR,Other (See Details); Wills and Trusts; General Practice
0034y00002Zjor7AAB,Real Estate; General Practice; Tax
0034y00002ZjhmIAAR, Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002ZjiY3AAJ, Health and Elder Care;General Practice
0034y00002ZjpKHAAZ, Intellectual Property;Business litigation
0034y00002ZjhmJAAR, Intellectual Property; Bankruptcy; Tax; Employment;Cyberspace; Business Transactional; General Practice; Civil Rights; Government; Business Litigation
0034y00002ZjiY4AAJ, General Practice; Employment;Civil Rights; Family
0034y00002ZjorAAAR, Bankruptcy; Construction; Tax; Personal Injury; Environmental;Workers Compensation; Business Transactional; General Practice; Civil Rights; Business Litigation
0030e00002CK9nyAAD,Family;Civil Litigation;Business;Trial;Intellectual Property
0034y00002ZjOC6AAN, Entertainment; General Practice;Intellectual Property
0034y00002ZjhmKAAR, Bankruptcy; Personal Injury; Employment;Business Litigation; General Practice; Family
0034y00002ZjiY5AAJ, Real Estate; Insurance;Bankruptcy
0034y00002ZjpKJAAZ, Insurance;Bankruptcy
0034y00002ZjhmLAAR, Health and Elder Care; Bankruptcy; Wills and Trusts; Personal Injury; Employment; Environmental; Real Estate; Administrative; Business Transactional; Consumer; General Practice;Criminal; Business Litigation; Family
0034y00002ZjiY6AAJ, Intellectual Property; Administrative;Cyberspace; General Practice; Civil Rights; Government; Business Litigation
0034y00002ZjpKKAAZ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjhmMAAR, Insurance; Bankruptcy; Construction; Tax; Personal Injury; Environmental; Employment;Workers Compensation; Business Transactional; General Practice; Civil Rights; Business Litigation
0034y00002ZjiY7AAJ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjmcZAAR, Construction; Personal Injury; Employment; Real Estate;Business Litigation; General Practice; Family
0034y00002ZjorDAAR, Bankruptcy; Environmental; Business Transactional;Business Litigation; General Practice
0034y00002ZjiY8AAJ,Environmental; Administrative; Government; General Practice
0034y00002ZjorEAAR, Employment;General Practice; Administrative; Criminal; Government; Family
0036000001SOKQaAAP, Health and Elder Care; Insurance; Bankruptcy; Wills and Trusts; Construction; Personal Injury; Tax; ; Class Action; Real Estate; Workers' Compensation; Consumer; Business Transactional; General Practice; Civil Rights;Criminal; Business Litigation; Family
0034y00002ZjhmOAAR, Construction; Employment; Real Estate;Business Litigation; General Practice
0034y00002ZjmcbAAB, Real Estate;Wills and Trusts; General Practice; Tax
0034y00002ZjorFAAR, Health and Elder Care; Insurance; Personal Injury; Administrative;Business Litigation; General Practice; Government
0034y00002ZjiYAAAZ, Employment;Workers Compensation; General Practice; Business Litigation; Family
0034y00002ZjmccAAB, Bankruptcy; Wills and Trusts; Real Estate;Business Litigation; General Practice
0034y00002ZjorGAAR, Intellectual Property; Securities; Construction; Employment; Real Estate;Business Litigation; General Practice; Civil Rights
0034y00002ZjhmQAAR, Construction; Personal Injury; Real Estate;Workers Compensation; General Practice
0034y00002ZjiYBAAZ, Civil Rights; Business Litigation;Personal Injury
0034y00002ZjhmRAAR, Health and Elder Care; Insurance; Construction; Personal Injury; Employment; Real Estate;Workers Compensation; General Practice; Business Litigation
0034y00002ZjorIAAR, Bankruptcy; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjpKQAAZ, Tax; Employment; Constitutional; Real Estate; Administrative;Workers Compensation; Medical Malpractice; General Practice; Government; Professional Practices
0034y00002ZjhmSAAR, Employment; Administrative; Criminal;Cyberspace; General Practice; Government; Family
0034y00002ZjiYDAAZ, Intellectual Property; Bankruptcy;Cyberspace; Business Transactional; General Practice; Government; Business Litigation
0034y00002ZjmcfAAB,Health and Elder Care; Administrative; Government; General Practice
0034y00002ZjorJAAR, Personal Injury; Employment;General Practice; Immigration; Family
0034y00002ZjpKRAAZ,Other (See Details); Employment; General Practice; Family
0036000001SOEURAA5, Criminal; Wills and Trusts; General Practice;Personal Injury
0034y00002ZjhmTAAR,Wills and Trusts; General Practice
0034y00002ZjmcgAAB, Health and Elder Care; Insurance; Bankruptcy; Cyberspace; Tax; Employment; Environmental; Real Estate; Administrative; Antitrust; Business Transactional; General Practice; Civil Rights;Criminal; Government; Business Litigation; Family
0036000001SOKT3AAP, Immigration;Civil Rights
0034y00002ZjiYFAAZ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjmchAAB,General Practice; Real Estate; Environmental; Administrative; Criminal; Government
0036000001SNLA1AAP, Construction; Employment; Real Estate;Business Litigation; General Practice
0036000001SODUfAAP, Bankruptcy; Wills and Trusts; Personal Injury; Employment; Real Estate; Criminal; Business Transactional;Business Litigation; General Practice; Family
0036000001SOGniAAH, Insurance; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002ZjhmVAAR, Bankruptcy; Wills and Trusts; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjiYGAAZ, Bankruptcy; Personal Injury; Environmental; Consumer;Business Litigation; General Practice
0034y00002ZjmciAAB, Health and Elder Care; Wills and Trusts; Construction; Employment;Other (See Details); Real Estate; Administrative; Criminal; General Practice; Business Litigation; Family
0030e00002SRMOeAAP, Health and Elder Care; Bankruptcy; Tax; Real Estate;Antitrust; Business Transactional; General Practice; Business Litigation
0034y00002ZjhmWAAR,Family; General Practice; Employment
0034y00002ZjmcjAAB, Employment;General Practice; Administrative; Criminal; Government
0034y00002Zji6dAAB, Bankruptcy; Construction; Personal Injury;Workers Compensation; Consumer; General Practice; Business Litigation
0034y00002ZjorNAAR, Bankruptcy; Personal Injury; Business Transactional;Business Litigation; General Practice
0034y00002ZjpKVAAZ,Wills and Trusts; General Practice
0034y00002Zji6eAAB, Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002ZjRTRAA3, General Practice; Business Litigation;Bankruptcy
0034y00002ZjhmaAAB, Health and Elder Care; Insurance; Construction; Employment; Real Estate;Business Litigation; General Practice
0034y00002ZjorPAAR, Bankruptcy; Wills and Trusts; Personal Injury; Employment;General Practice; Consumer; Family
0034y00002ZjMfpAAF, Real Estate; Criminal;Environmental; General Practice
0036000001SOGnmAAH, General Practice;Bankruptcy
0034y00002ZjhmbAAB, Bankruptcy; Employment;Other (See Details); Business Transactional; General Practice; Business Litigation
0034y00002ZjmcmAAB,Family; General Practice; Employment
0034y00002Zji6hAAB, General Practice; Business Transactional; Business Litigation;Bankruptcy
0030e00002NayMFAAZ,General Practice; Criminal
0034y00002ZjhmcAAB,Family; General Practice
0034y00002Zji6iAAB, Real Estate; Criminal;Environmental; General Practice
0034y00002ZjorRAAR, Bankruptcy; Environmental; Transportation; Business Transactional;Business Litigation; General Practice
0034y00002ZjorSAAR, Bankruptcy; Employment; Criminal; Business Transactional;Business Litigation; General Practice; Entertainment; Family
0034y00002ZjorUAAR, Bankruptcy; Wills and Trusts; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjhmfAAB, Employment;Wills and Trusts; General Practice; Family
0034y00002Zji6mAAB,Real Estate; General Practice; Tax
0034y00002ZjorWAAR, Intellectual Property; Tax;Cyberspace; General Practice; Civil Rights; Government; Business Litigation
0034y00002ZjorXAAR,Real Estate; General Practice; Tax
0036000001SOEZjAAP, Health and Elder Care; Insurance; Class Action;Business Litigation; General Practice
0034y00002ZUm2hAAD, Bankruptcy; Wills and Trusts; Employment; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjmctAAB, Bankruptcy;General Practice; Criminal; Immigration; Family
0034y00002ZjnqNAAR,Wills and Trusts; General Practice
0034y00002ZjnqKAAR, Bankruptcy; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjpElAAJ, Intellectual Property; Bankruptcy; Tax; Employment; Real Estate; Business Transactional;Business Litigation; General Practice
0036000001SOEZmAAP, Health and Elder Care; Insurance; Bankruptcy; Wills and Trusts; Construction; Employment; Environmental; Real Estate; Business Transactional; General Practice;Criminal; Business Litigation; Family
0034y00002ZjnqLAAR, Bankruptcy; Wills and Trusts; Employment; Real Estate; Business Transactional; Consumer; General Practice;Criminal; Business Litigation; Family
0034y00002ZjpEmAAJ,Administrative; General Practice
0034y00002ZjpEnAAJ, Health and Elder Care;General Practice
0036000001SNLA8AAP, Insurance; Bankruptcy; Securities;Cyberspace; Business Transactional; General Practice; Government; Business Litigation
0034y00002Zjnt7AAB, Administrative; Criminal;Business Litigation; General Practice; Civil Rights; Government
0034y00002ZjnqOAAR, Insurance; Bankruptcy; Securities;Other (See Details); Business Transactional; General Practice; Business Litigation
0034y00002ZjpEpAAJ, Bankruptcy; Environmental; Business Transactional;Business Litigation; General Practice
0036000001SOEZpAAP, Insurance; Bankruptcy; Securities; Tax; Constitutional; Business Transactional;Business Litigation; General Practice; Civil Rights; Government; Professional Practices
0034y00002Zjnt8AAB, Health and Elder Care; Bankruptcy; Wills and Trusts; Employment; Real Estate; Criminal; Business Transactional;Business Litigation; General Practice; Family
0034y00002Zji9hAAB,Wills and Trusts; General Practice
0034y00002Zjnt9AAB, General Practice;Civil Rights; Tax
0034y00002ZjhjFAAR, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002Zji9eAAB,Administrative; Government; General Practice
0036000001TXdHsAAL, Real Estate;Wills and Trusts; General Practice; Tax
0034y00002ZjhjGAAR,Environmental; Other (See Details)
0034y00002ZjpEsAAJ, Criminal;Family; General Practice; Employment
0034y00002ZjhjIAAR, Intellectual Property;Cyberspace; Government
0034y00002Zji9gAAB, Bankruptcy; Wills and Trusts; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjpEuAAJ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjhjKAAR, Employment;Business Litigation; General Practice; Family
0034y00002ZjpEvAAJ,Wills and Trusts; General Practice
0034y00002ZjhjLAAR, Intellectual Property; Personal Injury; Employment;General Practice; Criminal; Family
0034y00002ZjnqVAAR,Family; General Practice
0034y00002ZjpEwAAJ, Insurance; Bankruptcy; Construction; Personal Injury; Real Estate;Workers Compensation; General Practice
0034y00002Zji9lAAB, Securities;General Practice; Real Estate; Environmental; Criminal
0034y00002ZjhjNAAR, Health and Elder Care; Intellectual Property; Insurance; Construction; Personal Injury;Workers Compensation; General Practice; Business Litigation
0034y00002ZjnqXAAR, Health and Elder Care; Insurance; Environmental; Real Estate; Criminal;Cyberspace; Medical Malpractice; General Practice; Government; Business Litigation; Professional Practices
0034y00002ZjpEyAAJ, Construction; Personal Injury; Employment; Environmental;Other (See Details); Real Estate; Criminal; General Practice; Business Litigation
0034y00002Zji9mAAB,Business Litigation; Employment
0034y00002Zji9nAAB, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002CSF4qAAH,General Practice; Transportation; Business litigation
0036000001TXdHwAAL, Health and Elder Care; Insurance; Construction; Employment; Real Estate;Business Litigation; General Practice
0034y00002ZjnqZAAR, Insurance; Bankruptcy; Employment; Environmental; Administrative; Business Transactional;Business Litigation; General Practice; Civil Rights; Government
0034y00002Zji9oAAB, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002CSF4mAAH,General Practice; Administrative; Employment
0034y00002ZjpF1AAJ, General Practice; Consumer;Bankruptcy
0034y00002CSF4sAAH, Securities;Business Transactional; General Practice
0034y00002ZjlVxAAJ, Insurance;Bankruptcy
0034y00002Zji9qAAB, Construction; Employment; Real Estate;Business Litigation; Civil Rights; General Practice
0034y00002CSF4tAAH, Constitutional;Civil Rights; Employment
0034y00002ZjlVuAAJ,Antitrust; General Practice; Business Litigation
0034y00002ZjpF3AAJ, Insurance; Securities;Bankruptcy
0034y00002Zji9rAAB, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002CSF4uAAH,General Practice; Real Estate
0030e00002PsW9dAAF, Intellectual Property;Cyberspace; Government
0034y00002ZjpF4AAJ,Wills and Trusts; General Practice
0034y00002Zji9sAAB, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjpF5AAJ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002Zji9tAAB,Real Estate; General Practice; Tax
0034y00002CSF4wAAH,General Practice; Real Estate
0034y00002ZjnqfAAB, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjhjWAAR, Intellectual Property;General Practice; Environmental; Real Estate; Criminal
0034y00002ZjlVzAAJ, Construction; Personal Injury; Employment;Workers Compensation; Medical Malpractice; General Practice; Civil Rights; Professional Practices
0034y00002Zji9vAAB, Bankruptcy; Administrative; Business Transactional;Business Litigation; General Practice
0034y00002CSF4yAAH,General Practice; Real Estate; Tax
0030e00002Nb1OfAAJ, Health and Elder Care; Insurance;Other (See Details); Environmental; Real Estate; Criminal; General Practice; Business Litigation
0036000001TXdLUAA1,Wills and Trusts; General Practice
0034y00002ZjhjXAAR, Bankruptcy; Personal Injury; Employment; Business Transactional; Medical Malpractice;Business Litigation; General Practice; Professional Practices; Family
0034y00002ZjpF8AAJ, Insurance; Bankruptcy; Securities; Environmental; Business Transactional;Business Litigation; General Practice; Entertainment
0030e00002SLdmtAAD, General Practice; Employment;Civil Rights; Family
0034y00002ZjntRAAR, Health and Elder Care; Bankruptcy; Construction; Employment; Real Estate; Administrative; Business Transactional;Business Litigation; General Practice; Civil Rights; Government
0034y00002ZjhjYAAR, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjjpDAAR, Construction; Personal Injury; Employment; Real Estate;Workers Compensation; General Practice; Civil Rights; Business Litigation
0034y00002ZjnqjAAB, Real Estate; Insurance;Bankruptcy
0034y00002Zji9yAAB,General Practice; Real Estate; Environmental; Administrative; Criminal; Government
0034y00002ZjWSnAAN, Health and Elder Care; Insurance; Personal Injury;Other (See Details); General Practice
0034y00002ZjntSAAR, General Practice;Environmental; Antitrust; Business Litigation
0034y00002ZjhjZAAR,Administrative; General Practice
0034y00002ZjlW2AAJ, General Practice; Employment;Immigration; Family
0034y00002Zji9zAAB, Health and Elder Care; Bankruptcy; Wills and Trusts; Environmental; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjntTAAR, Criminal;Wills and Trusts; General Practice
0034y00002ZjnqlAAB, Wills and Trusts; Personal Injury; Employment; Criminal;Business Litigation; General Practice; Family
0034y00002ZjlW3AAJ, Bankruptcy; Personal Injury; Employment; Business Transactional; Consumer; General Practice;Criminal; Immigration; Business Litigation; Family
0034y00002ZjiA0AAJ,Real Estate; General Practice; Tax
0034y00002ZjntUAAR, Health and Elder Care; Insurance; Bankruptcy; Wills and Trusts; Personal Injury; Employment; Immigration; Real Estate;Cyberspace; Business Transactional; General Practice; Consumer; Government; Business Litigation
0034y00002ZjhjbAAB, Bankruptcy; Construction; Tax; Employment; Real Estate;Business Litigation; General Practice; Civil Rights
0034y00002ZjlW4AAJ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjpFCAAZ, Bankruptcy; Criminal; Business Transactional;Business Litigation; General Practice
0034y00002ZjiA1AAJ,Environmental; Business Litigation
0034y00002ZjjpHAAR, Insurance; Bankruptcy; Wills and Trusts; Construction; Personal Injury; Employment; Environmental; Real Estate; Business Transactional; Other (See Details); General Practice; Civil Rights; Consumer;Criminal; Business Litigation; Family
0034y00002ZjnqnAAB,Professional Practices; Constitutional; Government
0034y00002ZjiA2AAJ, Administrative; Government; General Practice;Personal Injury
0033000000HWvrGAAT, Wills and Trusts;General Practice; Real Estate; Criminal; Family
0033000000HZ5DiAAL, Health and Elder Care; Real Estate;Wills and Trusts; General Practice
0034y00002ZjjpIAAR,Environmental; Wills and Trusts; General Practice
0034y00002ZjlW6AAJ, Securities;Cyberspace; Government
0034y00002ZjjpJAAR, Bankruptcy; Wills and Trusts; Employment;General Practice; Criminal; Consumer; Family
0034y00002ZjlW7AAJ,Insurance; Health and Elder Care; Real Estate; General Practice
0034y00002ZjiA5AAJ, Health and Elder Care; Wills and Trusts; Environmental; Real Estate;Business Litigation; General Practice
0034y00002ZjhjgAAB,General Practice; Real Estate; Environmental; Criminal; Family
0034y00002ZjiA6AAJ, Bankruptcy; Wills and Trusts; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0036000000o8sTUAAY,Family; General Practice
0034y00002ZjhjhAAB, Health and Elder Care; Insurance; Securities; Wills and Trusts; Construction; Workers Compensation; Ba; Environmental; Real Estate; Administrative; Criminal; Consumer;Transportation; General Practice; Civil Rights; Government; Business Litigation; Family
0034y00002ZjjpMAAR, General Practice;Immigration
0034y00002ZjiA7AAJ, Real Estate;Wills and Trusts; General Practice
0036000001SOElAAAX, Securities; Bankruptcy; Construction; Tax; Employment; Real Estate; Administrative; Business Transactional;Business Litigation; General Practice; Civil Rights; Government
0034y00002ZjowTAAR, Insurance; Bankruptcy; Construction; Personal Injury; Employment; Real Estate;Workers Compensation; Business Transactional; General Practice; Business Litigation
0034y00002ZjmlcAAB, Real Estate;Wills and Trusts; General Practice
0034y00002ZjjpPAAR, General Practice;Immigration
0034y00002ZjmldAAB, Health and Elder Care;General Practice
0034y00002Zjp3RAAR, Real Estate;Wills and Trusts; General Practice; Tax
0034y00002ZjKWHAA3, Real Estate;Wills and Trusts; General Practice; Tax
0034y00002Zjp3SAAR, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjowYAAR, Business Transactional;Business Litigation
0034y00002ZjjpSAAR, Health and Elder Care; Insurance; General Practice;Personal Injury
0034y00002Zjp3VAAR, Bankruptcy; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjowZAAR, Health and Elder Care; Bankruptcy; Employment; Business Transactional;Business Litigation; General Practice
0034y00002ZjjpTAAR, General Practice; Personal Injury;Immigration
0034y00002Zjp3WAAR, Bankruptcy; Personal Injury; Employment; Environmental; Real Estate; Business Transactional; General Practice;Criminal; Business Litigation
0036000001RiPIEAA3, Employment;Personal Injury
0034y00002ZjjpUAAR,Cyberspace; Government
0034y00002Zjp3YAAR, Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002cVQwsAAG, Health and Elder Care; Insurance; Bankruptcy;Antitrust; Business Transactional; Consumer; General Practice; Business Litigation
0034y00002ZjowbAAB, Health and Elder Care; Insurance; Bankruptcy; Securities; Wills and Trusts; Employment; Criminal; Business Transactional;Business Litigation; General Practice; Family
0036000001SNs3zAAD, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjowcAAB, Construction; Employment; Real Estate;Business Litigation; General Practice; Family
0034y00002ZjjpWAAR, Bankruptcy; Wills and Trusts; Employment; Business Transactional;Business Litigation; General Practice; Family
0034y00002Zjp3aAAB, Bankruptcy; Wills and Trusts; Business Transactional;Business Litigation; General Practice
0034y00002Zjp3bAAB, Bankruptcy; Construction; Personal Injury; Employment; Environmental;Workers Compensation; Business Transactional; General Practice; Business Litigation
0034y00002Zjp3cAAB, Criminal;Civil Rights
0034y00002ZjowfAAB,General Practice; Criminal
0034y00002ZjtlLAAR, Bankruptcy; Tax; Environmental; Business Transactional;Business Litigation; General Practice; Civil Rights
0036000001TXdQGAA1, Civil Rights; Business Litigation;Personal Injury
0034y00002Zjp3fAAB,General Practice; Criminal
0034y00002Zjp3gAAB, Insurance; Bankruptcy;Other (See Details); Real Estate; Transportation; Business Transactional; General Practice; Business Litigation
0034y00002ZjowjAAB, Real Estate; Criminal;Environmental; General Practice
0034y00002Zjp3hAAB,Real Estate; General Practice; Tax
0034y00002Zjp3iAAB, Health and Elder Care; Intellectual Property; Bankruptcy;Other (See Details); Environmental; Real Estate; Administrative; Criminal; Consumer; General Practice; Government
0034y00002ZjlOJAAZ,Family; General Practice; Employment
0034y00002Zjp3lAAB, General Practice; Business Litigation;Bankruptcy
0036000001SNKfwAAH, Health and Elder Care; Insurance; Wills and Trusts; Construction; Personal Injury; Employment; Real Estate;Workers Compensation; General Practice
0034y00002Zjp3mAAB, Health and Elder Care; Insurance; Bankruptcy; Business Transactional;Business Litigation; General Practice
0036000001SNKfxAAH,Insurance; General Practice; Health and Elder Care; Civil Rights
0036000001SNKfzAAH, Health and Elder Care; Insurance; Construction; Employment; Real Estate; Medical Malpractice;Business Litigation; General Practice; Professional Practices
0034y00002ZjlOKAAZ, Construction; Employment; Real Estate;Business Litigation; General Practice
0033000000HXO8SAAX, Bankruptcy; Wills and Trusts; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjlOLAAZ,Other (See Details); Criminal; Immigration; General Practice
0034y00002Zjp3pAAB, Criminal;Business Litigation; Civil Rights
0034y00002Zjp3qAAB, Health and Elder Care; General Practice;Personal Injury
0034y00002ZjlONAAZ, Employment;General Practice; Administrative; Criminal; Government
0034y00002Zjp3rAAB, Real Estate;Wills and Trusts; General Practice; Tax
0034y00002ZjlOOAAZ, Wills and Trusts; Personal Injury; Employment;General Practice; Criminal; Family
0036000001SODY3AAP, Health and Elder Care;General Practice
0034y00002ZjlOPAAZ,General Practice; Criminal
0034y00002Zjp3tAAB, Health and Elder Care; Bankruptcy; Business Transactional;Business Litigation; General Practice
0033000000HZH7HAAX, Bankruptcy; Wills and Trusts; Business Transactional;Business Litigation; General Practice
0034y00002ZjlORAAZ,Family; General Practice; Employment
0034y00002ZjlOUAAZ, Bankruptcy; Personal Injury;Other (See Details); Business Transactional; General Practice; Business Litigation
0034y00002ZjlOVAAZ,General Practice; Environmental; Administrative; Transportation; Government
0034y00002ZjlOXAAZ, Insurance; Bankruptcy; Securities; Tax; Employment; Business Transactional;Business Litigation; General Practice; Civil Rights
0030e00002RsRSAAA3, Bankruptcy; Environmental; Business Transactional;Business Litigation; General Practice
0034y00002ZjlOYAAZ,Antitrust; General Practice; Business Litigation
0034y00002ZjlOZAAZ, Bankruptcy; Wills and Trusts; Environmental; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjlOaAAJ, Bankruptcy; Tax; Employment; Environmental; Business Transactional;Business Litigation; General Practice; Civil Rights
0034y00002ZjlObAAJ, Health and Elder Care; Wills and Trusts; Business Transactional;Business Litigation; General Practice
0034y00002ZjUpEAAV, Health and Elder Care; Business Transactiona; Employment; Class Action; Constitutional;Workers Compensation; Administrative; Criminal; General Practice; Civil Rights; Government; Business Litigation
0034y00002ZjmAfAAJ, Insurance; Employment;Health and Elder Care; General Practice; Family
0034y00002ZjmAgAAJ, Intellectual Property; Securities; Bankruptcy; Employment;Cyberspace; Business Transactional; General Practice; Entertainment; Government; Business Litigation
0034y00002ZjmAhAAJ, Bankruptcy; Employment; Business Transactional;Business Litigation; General Practice; Entertainment
0034y00002ZjhVuAAJ, Health and Elder Care; Insurance; Personal Injury;General Practice; Transportation
0036000001YlbTbAAJ, Bankruptcy; Tax; Environmental; Constitutional; Administrative; Business Transactional;Business Litigation; General Practice; Civil Rights; Government; Professional Practices
0034y00002ZjhVwAAJ,Family; General Practice; Employment
0034y00002ZjlOgAAJ, Health and Elder Care;General Practice
0034y00002ZjmAkAAJ, Insurance;Bankruptcy
0034y00002ZjlOhAAJ,Criminal; Civil Rights; Securities; Business Litigation
0034y00002ZjirzAAB, Securities; Bankruptcy; Administrative; Business Transactional;Business Litigation; General Practice; Government
0034y00002ZjmAlAAJ, Bankruptcy; Wills and Trusts; Tax; Environmental; Real Estate; Transportation; Business Transactional;Business Litigation; General Practice
0034y00002ZjhVzAAJ, Bankruptcy; Personal Injury; Employment; Real Estate; Business Transactional;Business Litigation; General Practice; Family
0034y00002ZjirwAAB, Bankruptcy; Administrative; Business Transactional; Other (See Details); General Practice; Civil Rights;Criminal; Government; Business Litigation
0034y00002ZjmAmAAJ, General Practice;Immigration
0034y00002ZjhW0AAJ,General Practice; Real Estate; Criminal
0034y00002ZjirxAAB,Insurance; General Practice; Health and Elder Care; Business Litigation
0034y00002ZjhW1AAJ,General Practice; Real Estate; Environmental; Administrative; Criminal; Government
0034y00002ZjpmyAAB,Other (See Details); Business Transactional; Business Litigation
