Salesforce Account Id,Cleaned Practice Areas
0014y00002aVbEIAA0,Wills and Trusts;  Tax;  Real Estate;Family;  Business Transactional; Business Litigation
0013000000Cazc2AAB,Wills and Trusts;Family
0014y00002aVhRtAAK,Environmental; Personal Injury; Workers Compensation; General Practice; Real Estate; Business Transactional;Cyberspace; Construction; Employment; Intellectual Property; Bankruptcy; Civil Rights; Business Litigation; Tax; Government
0014y00002aVgWWAA0,General Practice; Business Transactional; Securities;Cyberspace; Bankruptcy; Business Litigation; Government
0016000000oiuDxAAI,Government;Real Estate
0014y00002aVgRxAAK,General Practice; Real Estate;Workers Compensation; Construction; Business Transactional; Employment; Bankruptcy; Business Litigation; Personal Injury
0014y00002aVgWXAA0,Business Litigation; General Practice; Real Estate; Construction; Business Transactional; Employment; Bankruptcy; Family; Wills and Trusts; Tax
0014y00002aVhXgAAK,General Practice; Employment; Family; Wills and Trusts;Employment
0014y00002ckGQAAA2,General Practice;Immigration
0014y00002aVgWYAA0,Real Estate; Insurance;Bankruptcy
0014y00002aVfO8AAK,General Practice; Government;Administrative
0014y00002ckGQ7AAM,Administrative; Government;Health and Elder Care; General Practice
0014y00002aVgRzAAK,Environmental; Real Estate; Administrative;General Practice; Criminal; Government
0014y00002aVgWZAA0,Tax;Civil Rights; General Practice
0014y00002aVkOXAA0,General Practice; Government; Administrative;Other (See Details)
0013000000CbxQrAAJ,General Practice;Real Estate
0014y00002aVfO9AAK,General Practice; Government;Administrative
0014y00002aVgWaAAK,Health and Elder Care; General Practice; Construction;Workers Compensation; Insurance; Personal Injury
0014y00002aVkOYAA0,Wills and Trusts; Real Estate; Tax; General Practice
0014y00002aVfOAAA0,General Practice; Health and Elder Care;Personal Injury; Insurance
0014y00002aVhXjAAK,General Practice;Family; Employment
0014y00002ckGQ9AAM,Business Litigation; Employment
0014y00002aVjJhAAK,Health and Elder Care; Personal Injury; Consumer; Workers Compensation; General Practice; Real Estate; Construction; Administrative; Business Transactional; Employme; Bankruptcy; Insurance; Business Litigation; Government; Immigration;Other (See Details)
0014y00002aVhXkAAK,Business Litigation; Civil Rights
0014y00002aVgS2AAK,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Insurance
0014y00002aVkOaAAK,Administrative; Constitutional;General Practice; Criminal; Family; Employment; Professional Practices; Government
0013000000Cbc76AAB,Family;Personal Injury
0014y00002aVgWdAAK,General Practice; Business Transactional; Business Litigation;Bankruptcy
0016000000mWe1VAAS,Business Litigation;  Intellectual Property
0016000000ohNsdAAE,Administrative; Employment;General Practice; Criminal; Family
0014y00002aVfODAA0,General Practice; Real Estate; Business Litigation;Bankruptcy
0014y00002aVgWeAAK,Business Litigation; General Practice; Business Transactional; Employment; Bankruptcy
0014y00002aVfOEAA0,Business Litigation; General Practice; Business Transactional; Securities; Bankruptcy; Wills and Trusts; Insurance
0014y00002aVgWfAAK,Health and Elder Care; General Practice;Workers Compensation; Administrative; Employment; Family; Insurance; Government
0010e00001NVlj6AAD,Family;Personal Injury
0013000000CbcVwAAJ,Wills and Trusts;Family
0010e00001NWjlOAAT,Employment;Personal Injury;  Business Transactional; Business Litigation
00160000013SYsSAAW,General Practice; Employment; Criminal; Family;Criminal
0014y00002aVgWgAAK,Consumer; General Practice; Employment; Bankruptcy; Family;Criminal; Civil Rights; Tax
0014y00002aVkOeAAK,General Practice; Business Transactional; Business Litigation;Bankruptcy
0014y00002aVfOGAA0,Tax;Civil Rights; General Practice
0014y00002aVgWhAAK,General Practice;Family; Employment
0016000000o5vjTAAQ,Personal Injury; Business Litigation
0014y00002aVfOHAA0,Real Estate;General Practice; Bankruptcy; Wills and Trusts; Insurance; Tax
0014y00002aVhS6AAK,Business Litigation; Consumer; General Practice; Business Transactional; Administrative; Bankruptcy; Family; Government
0013000000CcGnEAAV,Marital and Family; Real Estate;General Practice; Contracts;Contracts;Civil Litigation;Bankruptcy; Trusts and Estates;Debtor and Creditor; Civil Litigation;Consumer;Family; Family; Bankruptcy;Wills; Wills;Child and Family;Real Estate; Child and Family; Wills and Trusts; Consumer; General Practice; Debtor and Creditor; Marital and Family; Personal Injury
0016000000mWe2XAAS,Business Litigation;  Business Transactional;  Intellectual Property
0014y00002aVgWjAAK,Constitutional;General Practice; Criminal; Family; Employment; Professional Practices; Government
0014y000026cNPbAAM,Family;Personal Injury
0014y00002aVhS8AAK,Business Litigation; Health and Elder Care; General Practice; Real Estate; Business Transactional; Employment; Bankruptcy; Insurance; Personal Injury
0014y00002aVgWkAAK,General Practice;Bankruptcy
0014y00002aVgWmAAK,Workers Compensation; Construction;Personal Injury; General Practice
0014y00002aVgWnAAK,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Insurance; Civil Rights; Tax
0014y00002aVHcpAAG,Business Litigation; Environmental; General Practice; Real Estate; Business Transactional; Bankruptcy
0014y00002aVhSDAA0,Environmental; General Practice; Real Estate; Administrative; Criminal; Government;Other (See Details)
0014y00002ckJLNAA2,General Practice; Construction;Workers Compensation; Employment; Personal Injury
0016000000ohNxwAAE,Business Litigation; General Practice; Real Estate; Construction; Employment
0010e00001OCwfOAAT,Real Estate; Employment
0014y00002aVfzVAAS,General Practice; Health and Elder Care;Personal Injury; Insurance
0014y00002aVhSGAA0,General Practice; Business Transactional; Business Litigation;Bankruptcy
0014y00002aVhSHAA0,Environmental; General Practice; Business Transactional;Cyberspace; Employment; Intellectual Property; Bankruptcy; Family; Civil Rights; Business Litigation; Tax; Government
0014y00002aVhSIAA0,Environmental; General Practice;Cyberspace; Intellectual Property; Civil Rights; Tax; Government
0014y00002aVggXAAS,Workers Compensation; General Practice; Construction; Business Transactional; Employment; Bankruptcy; Wills and Trusts; Civil Rights; Business Litigation; Personal Injury; Immigration;Other (See Details)
0010e00001JRYcYAAX,Debtor and Creditor;Contracts;Real Estate;Family;Immigration and Nationality;Criminal;Civil Litigation
0016000000f9uneAAA,Criminal;  Real Estate
0014y00002aVfzYAAS,Tax;Environmental; Civil Rights; General Practice
0014y00002aVhSJAA0,Tax; Real Estate; Employment; General Practice
0014y00002aVggUAAS,Health and Elder Care;General Practice
0014y00002aVSQbAAO,Administrative;General Practice; Civil Rights; Government; Business Transactiona
0014y00002aVhSKAA0,Business Litigation; Environmental; General Practice; Real Estate; Business Transactional; Employment; Bankruptcy; Wills and Trusts
0014y00002aVggVAAS,General Practice;Immigration
0013000000CazTQAAZ,Employment;General Practice; Criminal; Family; Personal Injury
0014y00002aVhSLAA0,General Practice; Real Estate; Construction; Employment; Criminal; Family; Business Litigation;Other (See Details)
0013000000CcL2jAAF,Business Transactional;Criminal
0010e00001OCwfVAAT,General Practice;Bankruptcy
0014y00002aVj1rAAC,Personal Injury; Civil Rights; Business Litigation
0014y00002aVggZAAS,General Practice; Real Estate;Workers Compensation; Construction; Business Transactional; Employment; Bankruptcy; Business Litigation; Personal Injury
0010e00001OGaeaAAD,Medical Malpractice;Personal Injury;  General Practice
0014y00002aVj1sAAC,Tax;Real Estate; General Practice
0014y00002aVggaAAC,Employment; Personal Injury;Environmental; Business Litigation
0014y00002aVggbAAC,General Practice; Government;Administrative; Criminal
0014y00002aVSQcAAO,Real Estate; Administrative;General Practice; Civil Rights; Government; Business Transactiona
0013000000CbiP9AAJ,Wills and Trusts; Real Estate; General Practice
0016000000vvwi9AAA,Family;Personal Injury
0014y00002aVfzgAAC,Intellectual Property;Immigration; General Practice
0014y00002aVj1wAAC,Business Litigation; Consumer; General Practice; Real Estate; Business Transactional; Employment; Bankruptcy; Wills and Trusts; Personal Injury
0014y00002aVg6nAAC,General Practice; Criminal; Real Estate;Environmental
0014y00002aVfzhAAC,General Practice;Family; Employment
0014y00002aVj1xAAC,Criminal; Real Estate;Personal Injury
0010e00001OCsFhAAL,Tax;  Wills and Trusts;  Business Transactional; Business Litigation
0016000000LOhATAA1,Family;Bankruptcy
0013000000CcD9oAAF,Wills and Trusts;Real Estate
0014y00002aVfzkAAC,General Practice;Family; Employment
0014y00002aVfzlAAC,Tax;Real Estate; General Practice
0014y00002aVggjAAC,Cyberspace; General Practice; Administrative; Criminal; Government;Other (See Details)
0014y000026bvHlAAI,Criminal;General Practice
0013000000Cb2qwAAB,Trusts and Estates; Wills;Trusts and Estates;Real Estate; Wills and Trusts;Estate Planning; Estate Planning; Elder;Wills
0014y00002aVj22AAC,Transportation; Environmental; General Practice; Business Transactional; Administrative; Bankruptcy; Insurance; Business Litigation; Government;Other (See Details)
0014y00002aVggkAAC,Consumer; General Practice; Bankruptcy; Civil Rights; Business Litigation; Personal Injury;Other (See Details)
0014y00002aVg6qAAC,General Practice; Government;Administrative
0013000000CbzIXAAZ,Entertainment; General Practice; Real Estate; Construction; Business Transactional; Employment; Intellectual Property; Bankruptcy; Family; Civil Rights; Business Litigation; Tax;Other (See Details)
0016000000ohO38AAE,Business Litigation; Environmental; General Practice; Real Estate; Business Transactional; Bankruptcy
0014y00002aVj23AAC,General Practice; Government;Administrative; Business Litigation
0014y00002aVg6sAAC,Cyberspace; General Practice; Business Transactional; Administrative; Intellectual Property; Bankruptcy; Business Litigation; Government;Other (See Details)
0010e00001NWfPMAA1,Immigration;  Tax;  Business Transactional;Wills and Trusts; Business Litigation
0014y00002aVfzoAAC,Health and Elder Care;General Practice
0014y00002aVggmAAC,General Practice; Family;Criminal; Employment
0014y00002aVj25AAC,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Wills and Trusts; Tax
0014y00002aVggnAAC,General Practice; Family;Immigration; Employment
0014y00002aVg6uAAC,Tax;Real Estate; General Practice
0014y000026bvHnAAI,Workers Compensation; General Practice; Real Estate; Administrative; Employment;Tax; Bankruptcy; Criminal; Business litigation; Family; Civil Rights; Business Litigation; Personal Injury; Immigration
0014y00002aVj26AAC,Business Litigation; Consumer; General Practice; Business Transactional; Employment; Bankruptcy; Personal Injury
0014y00002aVioQAAS,General Practice; Employment; Criminal; Family;Other (See Details)
0014y00002aVg6vAAC,Tax;Real Estate; General Practice
0014y000026bvHoAAI,General Practice;Wills and Trusts; Criminal; Family; Personal Injury
0014y00002aVg6wAAC,Business Litigation; Environmental; General Practice; Real Estate; Business Transactional; Bankruptcy
0013000000CbfONAAZ,Real Estate;Environmental
0014y00002aVj28AAC,Consumer; Workers Compensation; General Practice; Business Transactional; Administrative; Employment; Bankruptcy; Business Litigation; Government; Immigration;Other (See Details)
0014y00002aVggrAAC,General Practice; Construction;Workers Compensation; Employment; Bankruptcy; Business Litigation; Personal Injury
0014y00002aVg6xAAC,General Practice;Family; Employment
0016000000WPvtEAAT,Criminal;Bankruptcy
0014y00002aVj29AAC,General Practice; Construction;Workers Compensation; Real Estate; Personal Injury
0014y00002aVggsAAC,Civil Rights; Employment
0014y00002aViGOAA0,Business Litigation; General Practice; Business Transactional; Securities; Bankruptcy
0014y00002aVg6yAAC,Business Litigation; Civil Rights
0014y000026bvHrAAI,Workers Compensation; Criminal; Administrative;General Practice
0016000000ogdXFAAY,Intellectual Property; Government;Cyberspace
0014y00002aVSQtAAO,Business Transactional;General Practice; Civil Rights; Tax; Immigration
0014y000026bvHhAAI,Antitrust; Real Estate; Business litigation;General Practice
0016000000ogdXCAAY,General Practice; Business Transactional; Business Litigation;Bankruptcy
0014y00002aVj2BAAS,General Practice; Family;Civil Rights; Employment
0014y00002aVgguAAC,Administrative;General Practice; Family; Civil Rights; Tax; Government
0014y00002aViGMAA0,Criminal;Civil Rights
0014y00002aVioWAAS,General Practice; Health and Elder Care;Personal Injury; Insurance
0014y00002aVg70AAC,Business Litigation; Health and Elder Care; General Practice; Real Estate; Business Transactional; Bankruptcy; Wills and Trusts
0013000000CbssBAAR,family; Business Transactional;criminal; Criminal; Family; Bankruptcy; Business Litigation;child and Family;marital and Family;Bankruptcy
0016000000ogdXEAAY,Business Litigation; General Practice; Business Transactional; Bankruptcy; Insurance
0010e00001NVdI2AAL,Family;Bankruptcy
0014y00002aVj2DAAS,Environmental; Business Litigation
0014y00002aVggwAAC,General Practice; Real Estate;Cyberspace; Administrative; Constitutional; Employment; Intellectual Property; Business Litigation; Professional Practices; Government
0014y00002ckGNIAA2,Business Litigation; Health and Elder Care; General Practice; Business Transactional; Securities; Employment; Intellectual Property; Bankruptcy
0010e00001NWfPZAA1,General Practice; Health and Elder Care;Insurance
0014y00002ckGNFAA2,General Practice; Business Transactional; Business Litigation;Bankruptcy
0014y00002aVioaAAC,Tax;Real Estate; General Practice
0013000000CcPRGAA3,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Wills and Trusts
0014y00002aViGSAA0,Business Litigation; General Practice; Business Transactional; Employment; Bankruptcy; Civil Rights; Tax
0014y00002aVg75AAC,Business Litigation; Health and Elder Care; Consumer; General Practice; Employment; Bankruptcy; Family; Insurance; Personal Injury
0016000000ogdXJAAY,Business Litigation; Civil Rights
0014y00002aVj2HAAS,Business Litigation; Health and Elder Care; Environmental; General Practice; Insurance; Personal Injury
0014y00002aVkqFAAS,Business Litigation; General Practice; Business Transactional; Securities; Intellectual Property; Bankruptcy; Insurance; Civil Rights; Tax
0014y00002aVg76AAC,Business Litigation; General Practice; Business Transactional; Securities; Bankruptcy
0014y00002aVj2IAAS,General Practice; Real Estate;Workers Compensation; Construction; Employment; Family; Business Litigation; Personal Injury
0014y00002aVkqGAAS,General Practice; Government;Administrative; Employment
0014y00002aVSR1AAO,General Practice;Administrative
0014y00002aViGUAA0,General Practice;Immigration
0014y00002aVg77AAC,General Practice; Construction;Workers Compensation; Business Transactional; Employment; Bankruptcy; Business Litigation; Personal Injury
0010e00001NTn3yAAD,Health and Elder Care;Real Estate
0014y00002aVkqHAAS,Real Estate; Administrative; Employment;General Practice; Criminal; Family; Civil Rights; Personal Injury; Immigration
0014y00002ckGNKAA2,General Practice; Government;Administrative
0014y00002aViGVAA0,Entertainment; Environmental; General Practice; Real Estate; Business Transactional; Intellectual Property; Bankruptcy;Criminal; Business Litigation
0014y000026bvJ4AAI,Criminal;General Practice
0016000000ogdXMAAY,Intellectual Property;Business litigation
0014y00002aVmUCAA0,Tax;Real Estate; General Practice
0014y00002aVSR3AAO,Real Estate;Environmental
0014y00002aViGWAA0,Business Litigation; General Practice; Business Transactional; Securities; Bankruptcy; Insurance
0014y00002aVg79AAC,Environmental; General Practice; Construction;Workers Compensation; Business Transactional; Intellectual Property; Bankruptcy; Business Litigation; Personal Injury
0014y00002aVmU9AAK,Environmental; General Practice; Real Estate; Business Transactional; Administrative; Bankruptcy;Criminal; Business Litigation; Government
0014y00002ckGNMAA2,Tax;Environmental; Civil Rights; General Practice
0014y00002aViGXAA0,Wills and Trusts; General Practice
0014y00002aViogAAC,Health and Elder Care; Personal Injury; Workers Compensation; General Practice; Administrative; Insurance; Government;Other (See Details)
0014y00002aVg7AAAS,Business Litigation; General Practice; Business Transactional; Securities; Bankruptcy
0014y000026bvJ5AAI,General Practice; Real Estate;Environmental; Administrative
0016000000ohMtGAAU,Administrative; Constitutional;General Practice; Professional Practices; Government
0014y00002aVmUAAA0,Business Litigation; General Practice; Real Estate; Construction; Employment
0014y00002aVkqKAAS,General Practice; Criminal;Family; Employment
0014y00002aViGYAA0,Business Litigation; General Practice; Business Transactional; Bankruptcy; Wills and Trusts; Immigration
0016000000oh55dAAA,Real Estate; Employment;  Insurance
0014y00002aVkqLAAS,Business Litigation;Other (See Details)
0016000000nixNPAAY,Wills and Trusts; Real Estate;Family; Consumer
0014y00002aVkqMAAS,Real Estate; Administrative; Employment;General Practice; Family; Wills and Trusts; Government
0014y00002ckGNPAA2,Health and Elder Care;General Practice
0014y00002aViojAAC,Transportation;Environmental
0016000000ogddVAAQ,Business Transactional; Business Litigation;Other (See Details)
0014y00002ckGNQAA2,Health and Elder Care; Consumer; General Practice; Business Transactional;Cyberspace; Employment; Intellectual Property; Bankruptcy; Insurance; Business Litigation; Government
0014y00002aViokAAC,Tax;Real Estate; General Practice
0014y000026bvJAAAY,Native American;General Practice
0014y00002aVmUFAA0,Health and Elder Care; Environmental; Consumer; Workers Compensation; General Practice; Construction; Business Transactional; Employment; Bankruptcy; Family;Criminal; Wills and Trusts; Business Litigation; Personal Injury; Immigration
0014y00002aViolAAC,General Practice; Business Transactional; Business Litigation;Bankruptcy
0014y00002aVkqPAAS,General Practice;Family; Employment
0014y00002ckGNSAA2,Business Litigation; Health and Elder Care; General Practice; Business Transactional; Bankruptcy; Insurance
0014y00002aViGdAAK,Entertainment; General Practice; Real Estate; Business Transactional;Cyberspace; Employment; Bankruptcy; Business Litigation; Government
0014y000026bvJCAAY,Securities; Business litigation;General Practice
0016000000ohMtNAAU,Administrative;General Practice; Bankruptcy; Insurance; Government
0014y00002aVmUHAA0,Business Litigation; Health and Elder Care; General Practice; Insurance; Personal Injury
0014y00002ckGNTAA2,General Practice; Government;Administrative; Criminal
0014y00002aViGeAAK,Business Litigation; General Practice; Real Estate; Construction; Employment; Bankruptcy; Family; Immigration
0014y000026bvJDAAY,Securities; Business litigation;General Practice
0016000000wY26DAAS,Family;Criminal
0016000000ohMtOAAU,General Practice; Government;Administrative
0014y00002aVmUIAA0,Business Litigation; General Practice; Real Estate; Construction; Employment; Family; Wills and Trusts
0014y00002aVkqRAAS,Environmental; Personal Injury; General Practice; Real Estate;Workers Compensation; Administrative; Construction; Criminal; Government
0014y00002aVmQTAA0,Business Litigation; Intellectual Property; Employment
0014y000026bvJEAAY,Bankruptcy; Real Estate;General Practice
0014y00002aVmQQAA0,Wills and Trusts; General Practice
0014y00002aViopAAC,Employment;General Practice; Criminal; Family; Wills and Trusts
0013000000CbVk4AAF,Transportation; Workers' Compensation; Business Transactional; Construction; Real Estate; Constitutional;General Practice; Criminal; Employment; Civil Rights; Personal Injury
0016000000ogddYAAQ,Business Litigation; Health and Elder Care; General Practice; Real Estate; Business Transactional; Administrative; Securities; Employment; Bankruptcy; Insurance; Government
0010e00001PGGGhAAP,Business Litigation; General Practice; Business Transactional; Administrative; Employment; Bankruptcy
0016000000ohMtQAAU,Environmental; Real Estate; Administrative;General Practice; Criminal; Government
0014y00002aVkqTAAS,Business Litigation; General Practice; Business Transactional; Securities; Administrative; Bankruptcy
0014y00002ckGNWAA2,Business Litigation; Health and Elder Care; Consumer; General Practice; Bankruptcy; Insurance
0014y00002aViGhAAK,Personal Injury; Civil Rights; Business Litigation
0014y00002aVmQRAA0,Business Litigation; General Practice; Real Estate; Business Transactional; Administrative; Employment; Bankruptcy; Family
0014y00002aVmUMAA0,General Practice;Family; Employment
0014y00002aVkqUAAS,Wills and Trusts; Health and Elder Care; Real Estate; General Practice
0014y00002ckGNXAA2,Environmental; General Practice; Construction;Workers Compensation; Real Estate; Criminal; Personal Injury
0014y00002ckGNYAA2,Tax;Real Estate; General Practice
0014y00002aVmUOAA0,General Practice; Business Litigation;Bankruptcy
0014y00002ckGNZAA2,Environmental; Business Litigation
0014y00002aViotAAC,Environmental; Real Estate; Employment;General Practice; Family; Wills and Trusts; Tax; Personal Injury
0014y000026cNAWAA2,Criminal;  Personal Injury
0016000000ogddcAAA,Business Litigation; General Practice; Business Transactional; Bankruptcy; Wills and Trusts; Civil Rights
0014y00002aVmUPAA0,General Practice;Family; Employment
0014y00002aViGmAAK,General Practice;Immigration
0014y00002aVmQWAA0,General Practice;Bankruptcy
0014y00002aViouAAC,General Practice; Administrative; Civil Rights; Professional Practices; Tax; Government; Medical Malpractice;Other (See Details)
0016000000JGrwGAAT,Family;Immigration
0014y00002ckGNcAAM,Administrative; Employment;General Practice; Family; Government
0014y00002aVmURAA0,Workers Compensation;Personal Injury; General Practice
0014y00002ckGNdAAM,General Practice; Business Transactional; Administrative; Employment; Bankruptcy; Family;Criminal; Business Litigation; Government
0014y00002aVgq4AAC,Health and Elder Care; General Practice; Administrative; Wills and Trusts;Other (See Details)
0014y00002aVidWAAS,Health and Elder Care; Personal Injury; Workers Compensation; General Practice; Construction; Business Transactional;Cyberspace; Intellectual Property; Bankruptcy; Insurance; Business Litigation; Government
0014y00002aVmUSAA0,General Practice; Government;Administrative
0014y00002aVgq5AAC,Administrative; Government;Health and Elder Care; General Practice
0014y00002aVmQZAA0,Wills and Trusts; Criminal; General Practice
0014y00002aVidXAAS,General Practice; Criminal; Real Estate;Environmental
0014y00002aVme9AAC,General Practice; Criminal;Family; Employment
0014y00002ckGNfAAM,Wills and Trusts; General Practice
0014y00002aVmQaAAK,Business Litigation; General Practice; Real Estate; Construction; Employment
0014y00002aVidZAAS,Business Litigation; Environmental; General Practice; Real Estate; Construction; Employment
0014y000026bvNXAAY,Administrative;Employment
0014y00002ckGNgAAM,Business Litigation; Transportation; General Practice; Business Transactional; Bankruptcy; Civil Rights; Tax
0014y00002aVgq8AAC,General Practice;Immigration
0016000000nizuHAAQ,General Practice;Health and Elder Care; Education
0016000000ogddiAAA,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy
0014y00002aVmeBAAS,General Practice; Government;Administrative
0014y00002ckGNhAAM,Wills and Trusts; General Practice
0014y00002aVmQcAAK,Tax;Real Estate; General Practice
0014y00002aVidcAAC,Business Litigation; General Practice; Real Estate; Construction; Business Transactional; Employment; Bankruptcy; Civil Rights; Tax
0014y000026bvNZAAY,Criminal;Family
0016000000mWbeJAAS,Personal Injury;Civil Trial
0013000000CbRpWAAV,Personal Injury; Business Litigation;Other (See Details)
0010e00001NWfbUAAT,Business Litigation; General Practice; Business Transactional; Employment; Intellectual Property; Bankruptcy
0014y00002ckGNiAAM,General Practice;Family; Employment
0014y00002aVgqAAAS,Transportation; Environmental; Administrative;General Practice; Government
0014y00002aVmQdAAK,Environmental; Antitrust; General Practice; Real Estate; Business Transactional; Bankruptcy; Business Litigation;Other (See Details)
0014y00002aViddAAC,Personal Injury; Employment
0014y00002aVgqBAAS,General Practice;Immigration
0014y00002aVideAAC,General Practice; Medical Malpractice;Securities; Professional Practices
0013000000CbrvHAAR,Wills and Trusts;Business Transactional
0016000000JGsQqAAL,Criminal;  Real Estate;  Personal Injury
0010e00001NW78vAAD,Environmental; General Practice; Real Estate; Business Transactional; Administrative; Bankruptcy;Criminal; Business Litigation; Personal Injury
0014y00002aVmeEAAS,General Practice; Government;Administrative; Employment
0014y00002aVidfAAC,Real Estate;General Practice; Bankruptcy; Wills and Trusts; Insurance
0014y000026bvNdAAI,Business Litigation; Intellectual Property; General Practice
0014y000026bvNeAAI,Civil Rights; Education
0016000000fBUtCAAW,Criminal;  Family;Bankruptcy
0014y00002aVmQhAAK,Criminal;General Practice
0014y00002aVidhAAC,General Practice; Business Transactional; Business Litigation;Bankruptcy
0014y00002aVmeHAAS,General Practice;Antitrust; Business Litigation
0014y00002aVgqGAAS,Business Litigation; Health and Elder Care; General Practice; Administrative; Government
0014y00002ckJ3dAAE,Family;Administrative
0014y00002aVmQiAAK,Business Litigation; General Practice; Professional Practices; Personal Injury; Medical Malpractice
0014y00002aVidiAAC,Cyberspace; General Practice; Business Transactional; Employment; Intellectual Property; Bankruptcy; Business Litigation; Government;Other (See Details)
0016000000pxgNFAAY,Business Litigation; Administrative;  Business Transactional;  Intellectual Property
0014y00002aVmeIAAS,Business Litigation; Health and Elder Care; General Practice; Real Estate; Construction; Administrative; Employment; Government
0014y00002aVidjAAC,General Practice; Business Transactional;Administrative; Business Litigation
0010e00001OCwwHAAT,Business Transactional;  Business Litigation;  Real Estate;Bankruptcy
0013000000CbkmCAAR,Criminal;  Personal Injury
0014y00002aVmeJAAS,General Practice; Wills and Trusts;Environmental; Real Estate
0014y00002aVmQkAAK,General Practice; Real Estate;Entertainment; Employment; Family
0014y00002aVidkAAC,General Practice; Family; Employment;Bankruptcy
0014y000026bvNiAAI,General Practice;Health and Elder Care
0016000000ohSRpAAM,General Practice; Real Estate; Business Transactional; Bankruptcy; Wills and Trusts; Insurance; Business Litigation;Other (See Details)
0014y00002aVhAKAA0,General Practice; Real Estate; Business Transactional; Bankruptcy; Business Litigation; Tax;Other (See Details)
0014y00002aVmQlAAK,General Practice; Employment; Family; Wills and Trusts;Health and Elder Care
0014y000026bvNjAAI,General Practice;Environmental
0016000000mWbiwAAC,Appellate Practice;Real Estate;Civil Litigation; Civil Litigation
0014y00002aVhALAA0,Business Litigation; Environmental; General Practice; Business Transactional; Securities; Bankruptcy
0014y00002aVmQmAAK,Business Litigation; Environmental; General Practice; Business Transactional; Securities; Bankruptcy
0014y00002aVidmAAC,Business Transactional; Administrative; Employment;General Practice; Civil Rights; Government
0010e00001NWfbeAAD,Construction;  Wills and Trusts
0014y00002aVhAMAA0,General Practice;Family
0014y00002aVmQnAAK,General Practice; Government;Administrative; Criminal
0014y00002aVidnAAC,General Practice; Government;Administrative
0016000000pxhPCAAY,Wills and Trusts;  Family;  Native American;Education
0014y00002aVhAOAA0,Health and Elder Care; Employment;General Practice; Criminal; Family; Wills and Trusts
0014y00002aVgDWAA0,Business Litigation; Environmental; General Practice; Business Transactional; Securities; Bankruptcy
0014y00002aVmQoAAK,Immigration; Environmental; Workers Compensation; General Practice; Real Estate; Business Transactional; Administrative; Bankruptcy; Wills and Trusts;Criminal; Business Litigation; Professional Practices; Constructio; Personal Injury; Medical Malpractice
0014y00002aVidoAAC,General Practice;Administrative
0016000000fBUxnAAG,Family;Criminal; Civil Rights;  Personal Injury
0014y00002aVhAPAA0,Consumer; General Practice; Business Transactional; Securities; Administrative; Bankruptcy; Government; Civil Rights; Business Litigation; Tax;Antitrust
0014y00002aVidpAAC,Wills and Trusts; General Practice
0014y000026bvSOAAY,General Practice;Immigration; Real Estate; Criminal; Family; Business Litigation
0014y000026cMLIAA2,Administrative;General Practice; Criminal; Civil Rights; Government; Business Transactiona
0016000000FLH7bAAH,Medical Malpractice;Personal Injury
0014y00002aVhAQAA0,Business Litigation; General Practice; Business Transactional; Intellectual Property; Bankruptcy
0014y00002aVftXAAS,Environmental; General Practice; Construction;Workers Compensation; Real Estate; Criminal; Personal Injury
0014y00002aVhARAA0,Business Litigation; General Practice; Real Estate; Administrative; Employment; Civil Rights; Professional Practices; Government; Medical Malpractice
0014y00002aVmQsAAK,Wills and Trusts; Real Estate; Tax; General Practice
0014y00002aVidrAAC,General Practice; Real Estate; Business Transactional; Employment; Bankruptcy; Wills and Trusts;Criminal; Insurance; Civil Rights; Business Litigation
0016000000ohMzAAAU,Business Litigation; Environmental; General Practice; Real Estate; Construction; Employment; Family; Personal Injury
0014y00002aVftYAAS,Transportation;Personal Injury
0014y00002aVidsAAC,Business Litigation; Health and Elder Care; General Practice; Business Transactional; Administrative; Employment; Bankruptcy; Family
0014y000026cMLMAA2,Business Litigation; Consumer; General Practice; Real Estate; Business Transactional; Administrative; Product Liability; Bankruptcy; Family; Insurance; Civil Rights; Professional Practices; Anti-trust
0014y00002aVftZAAS,General Practice; Criminal; Real Estate;Environmental
0014y00002aVidtAAC,Business Litigation; General Practice; Real Estate; Construction; Employment
0016000000ogdkFAAQ,General Practice; Business Transactional; Business Litigation;Bankruptcy
0016000000ohN4LAAU,General Practice; Criminal; Real Estate;Environmental
0013000000CaukSAAR,Criminal;  Personal Injury
0014y00002aVftcAAC,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Wills and Trusts
0014y00002aVhAUAA0,Wills and Trusts; General Practice
0014y00002aViduAAC,Personal Injury; General Practice; Real Estate;Workers Compensation; Administrative; Construction; Government
0014y000026bvSXAAY,Business Litigation;General Practice
0010e00001NW6qkAAD,General Practice; Government;Administrative
0010e00001JREAdAAP,Contracts;Real Estate;Business;Civil Trial;Civil Litigation;Commercial Litigation;Appellate Practice
0014y00002aVhAVAA0,Administrative; Employment;General Practice; Government; Immigration
0014y00002aVgDaAAK,General Practice;Workers Compensation; Administrative; Employment; Civil Rights; Government
0010e00001JSPgFAAX,Entertainment; Business Litigation;  Intellectual Property
